loan_number,installment_no,amount,paid_date,payment_method,currency,exchange_rate,reference_number,note
000450,2-2023,57.7,2023-02-19,ABA,USD,1,0004502,
000363,2-2023,63.6,2023-02-20,Cash,USD,1,0003632,
002092,2-2023,57.87,2023-02-20,Cash,USD,1,0020921,
000352,2-2023,55.8,2023-02-20,ABA,USD,1,0003522,
002060,2-2023,600,2023-02-20,ABA,USD,1,0020602,
000347,2-2023,125.03,2023-02-20,ABA,USD,1,0003475,
000475,2-2023,42.37,2023-02-21,Cash,USD,1,0004753,
000492,2-2023,166.13,2023-02-21,Cash,USD,1,0004922,
000477,2-2023,271,2023-02-21,Cash,USD,1,0004773,
002084,2-2023,105.22,2023-02-21,ACELEDA,USD,1,0020841,
001040,2-2023,65.73,2023-02-21,ABA,USD,1,0010404,
001036,2-2023,49.17,2023-02-21,ABA,USD,1,0010364,
000495,2-2023,81.63,2023-02-22,ABA,USD,1,0004952,
000337,2-2023,100,2023-02-22,ABA,USD,1,0003373,
000160,2-2023,58.9,2023-02-22,ABA,USD,1,0001605,
002083,2-2023,125.07,2023-02-22,WING,USD,1,0020831,
000332,2-2023,43.4,2023-02-22,Cash,USD,1,0003325,
002136,2-2023,770,2023-02-22,ABA,USD,1,0021361,"គិតការប្រាក់ $15"
000165,2-2023,85,2023-02-22,ABA,USD,1,0001655,
001093,2-2023,54.77,2023-02-22,WING,USD,1,0010935,
000459,2-2023,67.22,2023-02-22,ABA,USD,1,0004593,
000474,2-2023,95.2,2023-02-22,Cash,USD,1,0004743,
001062,2-2023,65.1,2023-02-22,Cash,USD,1,0010626,
002130,2-2023,365,2023-02-23,ABA,USD,1,0021301,បង់មុនដក់ការប្រាក់
000190,2-2023,141.86,2023-02-23,ABA,USD,1,0001905,
002099,2-2023,71.3,2023-02-24,WING,USD,1,0020991,
000479,2-2023,82.67,2023-02-24,ABA,USD,1,0004793,
000466,2-2023,57,2023-02-24,ACELEDA,USD,1,0004663,
000497,2-2023,28.93,2023-02-24,ABA,USD,1,0004972,
001073,2-2023,50.4,2023-02-24,Cash,USD,1,0010736,
000351,2-2023,69.23,2023-02-25,ABA,USD,1,0003512,
000478,2-2023,95.7,2023-02-25,WING,USD,1,0004783,
002118,2-2023,69.07,2023-02-25,Cash,USD,1,0021181,
001041,2-2023,144.55,2023-02-25,ABA,USD,1,0010414,
000483,2-2023,85.77,2023-02-25,WING,USD,1,0004833,
000415,2-2023,86,2023-02-25,ABA,USD,1,0004153,
002104,2-2023,81.63,2023-02-25,ACELEDA,USD,1,0021041,
002058,2-2023,686.35,2023-02-25,ABA,USD,1,0020582,
000166,2-2023,80.85,2023-02-25,ABA,USD,1,0001665,
002126,2-2023,60.97,2023-02-26,WING,USD,1,0021261,
001045,2-2023,109.15,2023-02-26,ABA,USD,1,0010454,
000355,2-2023,87.83,2023-02-26,ABA,USD,1,0003552,
001050,2-2023,73.1,2023-02-26,ABA,USD,1,0010504,
002052,2-2023,49,2023-02-26,WING,USD,1,0020521,
000487,2-2023,113.87,2023-02-26,Cash,USD,1,0004873,
000185,2-2023,34.5,2023-02-26,Cash,USD,1,0001855,បង់ខ្លះ
000510,2-2023,84.48,2023-02-27,ABA,USD,1,0005104,
000375,2-2023,50.4,2023-02-27,WING,USD,1,0003752,
000482,2-2023,63,2023-02-27,ACELEDA,USD,1,0004823,
000504,2-2023,65.25,2023-02-27,Cash,USD,1,0005044,
002105,2-2023,118.83,2023-02-27,WING,USD,1,0021051,
000505,2-2023,142.39,2023-02-27,Cash,USD,1,0005054,
000540,2-2023,30,2023-02-27,WING,USD,1,0005403,
002112,2-2023,136.4,2023-02-27,ABA,USD,1,0021121,
002111,2-2023,155,2023-02-27,ABA,USD,1,0021111,
000512,2-2023,81.63,2023-02-27,WING,USD,1,0005124,
002096,2-2023,63.8,2023-02-27,ABA,USD,1,0020962,
001009,2-2023,75.43,2023-02-27,WING,USD,1,0010094,
002102,2-2023,148,2023-02-27,WING,USD,1,0021021,
000481,2-2023,137.43,2023-02-28,WING,USD,1,0004813,
000403,2-2023,51.67,2023-02-27,ACELEDA,USD,1,0004033,
002109,2-2023,145.8,2023-02-28,ACELEDA,USD,1,0021091,
002107,2-2023,146.53,2023-02-28,ABA,USD,1,0021071,
000361,2-2023,102.3,2023-02-28,ABA,USD,1,0003612,
000407,2-2023,73.5,2023-02-28,ABA,USD,1,0004073,
002110,2-2023,159.65,2023-02-28,ABA,USD,1,0021101,
000356,2-2023,37.2,2023-02-28,ABA,USD,1,0003562,
000489,2-2023,40.3,2023-02-28,ABA,USD,1,0004893,
002106,2-2023,234,2023-02-28,ABA,USD,1,0021061,
000359,2-2023,82.67,2023-02-28,WING,USD,1,0003592,
000484,2-2023,74.4,2023-02-28,WING,USD,1,0004843,
001060,2-2023,47.53,2023-02-28,ABA,USD,1,0010606,
000095,2-2023,57.5,2023-02-28,ABA,USD,1,0000956,
000410,2-2023,34.1,2023-02-28,ABA,USD,1,0004103,
000446,2-2023,174.72,2023-02-28,WING,USD,1,0004462,
000173,2-2023,55.77,2023-02-28,ABA,USD,1,0001735,
000514,3-2023,144.55,2023-03-08,ABA,USD,1,0005144,
002100,2-2023,51,2023-02-28,ACELEDA,USD,1,0021001,
000426,2-2023,67.2,2023-02-28,Cash,USD,1,0004263,
000181,2-2023,127.83,2023-02-28,ABA,USD,1,0001815,
002101,2-2023,27.4,2023-02-28,ABA,USD,1,0021011,បង់ការសិន
000372,2-2023,289.33,2023-02-28,ABA,USD,1,0003722,
000366,2-2023,50.63,2023-02-28,ACELEDA,USD,1,0003662,
000515,2-2023,49.6,2023-02-28,ABA,USD,1,0005154,
000507,2-2023,89.9,2023-02-28,ACELEDA,USD,1,0005074,
001043,2-2023,60.97,2023-02-28,ABA,USD,1,0010434,
000364,2-2023,46.5,2023-02-28,ABA,USD,1,0003642,
000457,2-2023,66.13,2023-02-28,ABA,USD,1,0004574,
000179,2-2023,106.4,2023-02-28,ABA,USD,1,0001795,"បង់ផ្តាច់ ២ ខែ"
001065,3-2023,15,2023-03-01,WING,USD,1,0010656,"4 ថ្ងៃទៀត បង់ផ្តាច់"
000490,3-2023,89.9,2023-03-01,ABA,USD,1,0004903,
000398,3-2023,69.23,2023-03-01,ABA,USD,1,0003982,
000382,3-2023,106.44,2023-03-01,ABA,USD,1,0003822,
000365,3-2023,45.5,2023-03-01,WING,USD,1,0003652,
000473,3-2023,97.13,2023-03-01,ABA,USD,1,0004733,
000525,3-2023,88.87,2023-03-01,ABA,USD,1,0005254,
002121,3-2023,102.95,2023-03-01,ABA,USD,1,0021211,
000485,3-2023,86.21,2023-03-01,WING,USD,1,0004853,
000176,3-2023,100.23,2023-03-01,ABA,USD,1,0001765,
000384,3-2023,163.27,2023-03-01,ABA,USD,1,0003842,
000501,3-2023,54.77,2023-03-01,ABA,USD,1,0005014,
002098,3-2023,10,2023-03-01,ABA,USD,1,0020981,
002091,3-2023,117.03,2023-03-01,Cash,USD,1,0020911,
001487,3-2023,89.02,2023-03-01,WING,USD,1,0014874,
000389,3-2023,91.97,2023-03-01,ACELEDA,USD,1,0003892,
002108,3-2023,74.67,2023-03-01,ACELEDA,USD,1,0021081,
000344,3-2023,44.43,2023-03-01,ABA,USD,1,0003445,
002123,3-2023,120.9,2023-03-01,ABA,USD,1,0021231,
000380,3-2023,67.17,2023-03-01,ABA,USD,1,0003802,
000325,3-2023,65.1,2023-03-01,WING,USD,1,0003256,
000383,3-2023,140,2023-03-01,ABA,USD,1,0003832,
002089,3-2023,81,2023-03-01,WING,USD,1,0020891,
000958,3-2023,55,2023-03-01,Cash,USD,1,0009581,
000405,3-2023,100.23,2023-03-01,Cash,USD,1,0004053,
002080,3-2023,102.67,2023-03-02,Cash,USD,1,0020802,"421,000 រៀល"
000387,3-2023,50,2023-03-02,Cash,USD,1,0003872,
002116,3-2023,48.57,2023-03-02,ABA,USD,1,0021161,
000370,3-2023,56.83,2023-03-02,ABA,USD,1,0003702,
000369,3-2023,56.83,2023-03-02,ABA,USD,1,0003692,
000160,3-2023,58.9,2023-03-02,Cash,USD,1,0001606,
000531,3-2023,21.2,2023-03-02,ABA,USD,1,0005314,បង់ការសិន
000529,3-2023,110,2023-03-02,ABA,USD,1,0005294,
000964,3-2023,50,2023-03-02,Cash,USD,1,0009641,
000954,3-2023,126.93,2023-03-02,ABA,USD,1,0009541,
001044,3-2023,54,2023-03-02,ABA,USD,1,0010444,
000374,3-2023,63.3,2023-03-02,ABA,USD,1,0003742,
000528,3-2023,54.77,2023-03-02,ABA,USD,1,0005284,
000186,3-2023,46.5,2023-03-02,ABA,USD,1,0001865,
000353,3-2023,289.33,2023-03-02,ABA,USD,1,0003532,
000368,3-2023,67.17,2023-03-02,ABA,USD,1,0003682,
000377,3-2023,100,2023-03-02,Cash,USD,1,0003773,
002113,3-2023,63.47,2023-03-02,Cash,USD,1,0021131,
000381,3-2023,105.7,2023-03-02,ABA,USD,1,0003812,
001088,3-2023,142,2023-03-02,WING,USD,1,0010886,
000524,3-2023,109.53,2023-03-02,ABA,USD,1,0005244,
000391,3-2023,102.67,2023-03-02,ABA,USD,1,0003912,
000488,3-2023,51.67,2023-03-02,ABA,USD,1,0004883,
000523,3-2023,127.09,2023-03-02,ABA,USD,1,0005234,
000386,3-2023,26.13,2023-03-02,ABA,USD,1,0003862,
000523,3-2023,297.81,2023-03-02,ACELEDA,USD,1,0005235,
000511,3-2023,126.85,2023-03-02,ABA,USD,1,0005114,
000517,3-2023,132.31,2023-03-02,Cash,USD,1,0005174,
000476,3-2023,28.4,2023-03-02,Cash,USD,1,0004762,"បង់ការប្រាក់ខែ ១ និងខែ ២"
000960,3-2023,300,2023-03-02,ABA,USD,1,0009601,"បង់ផ្តាច់មុន ១ ខែ"
002054,3-2023,71.68,2023-03-03,Cash,USD,1,0020542,"ខ្វះ 10 $ ខែក្រោយសរុប"
000409,3-2023,152.42,2023-03-03,ABA,USD,1,0004093,
002115,3-2023,102.67,2023-03-03,ACELEDA,USD,1,0021151,
000522,3-2023,136.68,2023-03-03,ABA,USD,1,0005224,
000413,3-2023,65.1,2023-03-03,ABA,USD,1,0004133,
000486,3-2023,72,2023-03-03,WING,USD,1,0004863,
000376,3-2023,52.7,2023-03-03,ABA,USD,1,0003762,
000395,3-2023,68.82,2023-03-03,"TRUE MONEY",USD,1,0003952,
000183,3-2023,108.5,2023-03-03,ABA,USD,1,0001835,
000406,3-2023,272.06,2023-03-03,ACELEDA,USD,1,0004063,
000499,3-2023,296.8,2023-03-03,ABA,USD,1,0004992,
000390,3-2023,57.87,2023-03-03,ABA,USD,1,0003902,
000475,3-2023,110.69,2023-03-03,Cash,USD,1,0004754,
000414,3-2023,118.4,2023-03-03,Cash,USD,1,0004143,
002144,3-2023,295,2023-03-03,Cash,USD,1,0021441,"បង់ផ្តាច់មុន ៣០ ថ្ងៃ"
000342,3-2023,106.43,2023-03-04,ACELEDA,USD,1,0003426,
002063,3-2023,184.97,2023-03-04,ABA,USD,1,0020632,
002063,3-2023,149.17,2023-03-04,ABA,USD,1,0020633,បង់មុនខែអត់គិតការប្រាក់
002063,3-2023,149.17,2023-03-04,ABA,USD,1,0020634,បង់មុនខែអត់គិតការប្រាក់
002139,3-2023,207.2,2023-03-04,ACELEDA,USD,1,0021391,
000978,3-2023,50.63,2023-03-04,ABA,USD,1,0009781,
000532,3-2023,105.22,2023-03-04,WING,USD,1,0005324,
001061,3-2023,53.77,2023-03-04,ABA,USD,1,0010616,
000170,3-2023,65.1,2023-03-04,ABA,USD,1,0001705,
000378,3-2023,143.63,2023-03-04,ABA,USD,1,0003782,
000385,3-2023,121.5,2023-03-04,ABA,USD,1,0003852,
002127,3-2023,136.27,2023-03-04,ACELEDA,USD,1,0021271,
002124,3-2023,75,2023-03-04,WING,USD,1,0021241,
002080,3-2023,102.67,2023-03-04,Cash,USD,1,0020803,
002131,3-2023,85.77,2023-03-04,ABA,USD,1,0021311,
002051,3-2023,213.3,2023-03-04,ABA,USD,1,0020512,
001064,3-2023,60,2023-03-04,ABA,USD,1,0010647,
000191,3-2023,94.03,2023-03-04,WING,USD,1,0001915,
001092,3-2023,41.33,2023-03-04,Cash,USD,1,0010926,
000538,3-2023,79.57,2023-03-05,ACELEDA,USD,1,0005384,
000174,3-2023,30,2023-03-05,ABA,USD,1,0001746,
002125,3-2023,144.46,2023-03-05,ACELEDA,USD,1,0021251,
002094,3-2023,61.79,2023-03-05,ABA,USD,1,0020942,
001098,3-2023,60,2023-03-15,ABA,USD,1,0010986,
000491,3-2023,45.63,2023-03-05,Cash,USD,1,0004913,
002129,3-2023,53.73,2023-03-05,ABA,USD,1,0021291,
000367,3-2023,73.37,2023-03-05,WING,USD,1,0003672,
001094,3-2023,68.75,2023-03-05,ABA,USD,1,0010946,
002134,3-2023,51.67,2023-03-05,Cash,USD,1,0021341,
002119,3-2023,59.45,2023-03-05,ABA,USD,1,0021191,
001093,3-2023,54.77,2023-03-05,Cash,USD,1,0010936,
001031,3-2023,107.47,2023-03-05,Cash,USD,1,0010315,
000535,3-2023,80.63,2023-03-05,Cash,USD,1,0005354,
002128,3-2023,50.63,2023-03-06,ABA,USD,1,0021281,
002137,3-2023,85.77,2023-03-06,ACELEDA,USD,1,0021371,
000496,3-2023,158.32,2023-03-06,ABA,USD,1,0004964,
000393,3-2023,110.13,2023-03-06,ABA,USD,1,0003932,
000399,3-2023,147.47,2023-03-06,WING,USD,1,0003992,
002055,3-2023,153.97,2023-03-06,WING,USD,1,0020552,
001095,3-2023,40.3,2023-03-06,ABA,USD,1,0010956,
000327,3-2023,89.93,2023-03-06,ABA,USD,1,0003276,
000440,3-2023,54.97,2023-03-06,ABA,USD,1,0004403,
001065,3-2023,28.4,2023-03-06,Cash,USD,1,0010657,
002053,3-2023,153.9,2023-03-07,ABA,USD,1,0020532,
000180,3-2023,176.02,2023-03-07,ABA,USD,1,0001806,
001001,3-2023,45.47,2023-03-07,ABA,USD,1,0010015,
001096,3-2023,88.87,2023-03-07,ACELEDA,USD,1,0010966,
002133,3-2023,56.83,2023-03-07,ABA,USD,1,0021331,
002135,3-2023,98.93,2023-03-07,ABA,USD,1,0021351,
002057,3-2023,82.67,2023-03-07,ABA,USD,1,0020572,
000197,3-2023,54.77,2023-03-07,ABA,USD,1,0001975,
001004,3-2023,91.97,2023-03-07,ABA,USD,1,0010045,
000435,3-2023,110.57,2023-03-07,ABA,USD,1,0004353,
000371,3-2023,184.8,2023-03-07,ABA,USD,1,0003712,
000328,3-2023,10,2023-03-07,WING,USD,1,0003284,
000543,3-2023,36.38,2023-03-07,WING,USD,1,0005434,
000394,3-2023,82.13,2023-03-07,ABA,USD,1,0003942,
000520,3-2023,132,2023-03-07,ABA,USD,1,0005204,
000434,3-2023,124.43,2023-03-07,ABA,USD,1,0004343,
000965,3-2023,50,2023-03-08,Cash,USD,1,0009651,
000397,3-2023,60.97,2023-03-08,WING,USD,1,0003972,
000425,3-2023,85.6,2023-03-08,WING,USD,1,0004253,
000452,3-2023,82.67,2023-03-08,ABA,USD,1,0004524,
000537,3-2023,11.6,2023-03-08,WING,USD,1,0005374,
001099,3-2023,59.93,2023-03-08,Cash,USD,1,0010996,
000305,3-2023,74.2,2023-03-08,ABA,USD,1,0003057,
002062,3-2023,96.1,2023-03-09,WING,USD,1,0020622,
002138,3-2023,50.63,2023-03-09,ABA,USD,1,0021381,
000357,3-2023,54.77,2023-03-09,ABA,USD,1,0003573,
000171,3-2023,32.03,2023-03-09,ABA,USD,1,0001716,
002067,3-2023,102.3,2023-03-09,ABA,USD,1,0020672,
002056,3-2023,50.63,2023-03-09,WING,USD,1,0020562,
000195,3-2023,97.35,2023-03-09,ABA,USD,1,0001955,
002061,3-2023,184.97,2023-03-09,ABA,USD,1,0020612,
002114,3-2023,73.4,2023-03-09,ABA,USD,1,0021141,
002140,3-2023,96.1,2023-03-09,ABA,USD,1,0021401,
001010,3-2023,95.2,2023-03-10,ABA,USD,1,0010105,
000962,3-2023,71.05,2023-03-10,ABA,USD,1,0009621,
000470,3-2023,151.9,2023-03-10,WING,USD,1,0004704,
000174,3-2023,30,2023-03-10,ABA,USD,1,0001747,"បង់ $30 សិន"
000548,3-2023,85.84,2023-03-10,ABA,USD,1,0005484,
001007,3-2023,75.43,2023-03-10,WING,USD,1,0010075,
002065,3-2023,127.64,2023-03-10,ABA,USD,1,0020652,
002066,3-2023,160.28,2023-03-10,ABA,USD,1,0020662,
000977,3-2023,708,2023-03-10,ABA,USD,1,0009771,ដកការប្រាក់27.96
002068,3-2023,69.07,2023-03-10,Cash,USD,1,0020682,
000454,3-2023,123.23,2023-03-10,ABA,USD,1,0004544,
000423,3-2023,60.97,2023-03-10,ABA,USD,1,0004233,
002087,3-2023,78,2023-03-10,ABA,USD,1,0020872,
002122,3-2023,38.23,2023-03-10,Cash,USD,1,0021221,
000545,3-2023,42.37,2023-03-10,WING,USD,1,0005454,
001007,3-2023,75.43,2023-03-10,ABA,USD,1,0010076,
001013,3-2023,183.93,2023-03-10,ABA,USD,1,0010135,
000421,3-2023,77.5,2023-03-10,WING,USD,1,0004213,
001016,3-2023,44.43,2023-03-11,WING,USD,1,0010165,
000438,3-2023,60.97,2023-03-11,ABA,USD,1,0004383,
002098,3-2023,57.87,2023-03-11,WING,USD,1,0020982,
002093,3-2023,45.47,2023-03-11,ABA,USD,1,0020932,
002071,3-2023,79,2023-03-11,WING,USD,1,0020712,
000329,3-2023,77.5,2023-03-11,ABA,USD,1,0003296,
000427,3-2023,40.3,2023-03-11,WING,USD,1,0004273,
001015,3-2023,89,2023-03-11,Cash,USD,1,0010155,
001023,3-2023,83.7,2023-03-11,ABA,USD,1,0010235,
002147,3-2023,100,2023-03-11,Cash,USD,1,0021471,
002103,3-2023,137.7,2023-03-11,Cash,USD,1,0021032,
000417,3-2023,108.5,2023-03-11,Cash,USD,1,0004173,
000493,3-2023,60.97,2023-03-11,WING,USD,1,0004933,
002070,3-2023,77.5,2023-03-11,ABA,USD,1,0020702,
000443,3-2023,81.63,2023-03-11,ABA,USD,1,0004433,
000400,3-2023,86.18,2023-03-11,WING,USD,1,0004002,
000429,3-2023,158.32,2023-03-11,ABA,USD,1,0004293,
000432,3-2023,147.47,2023-03-11,ABA,USD,1,0004323,
000439,3-2023,50.63,2023-03-11,ABA,USD,1,0004393,
002141,3-2023,50,2023-03-11,Cash,USD,1,0021411,
000341,3-2023,41.5,2023-03-11,Cash,USD,1,0003416,
001016,3-2023,44.43,2023-03-12,Cash,USD,1,0010166,
002072,3-2023,54.77,2023-03-12,ABA,USD,1,0020722,
000541,3-2023,112,2023-03-12,ACELEDA,USD,1,0005414,
002078,3-2023,106.4,2023-03-12,ABA,USD,1,0020782,
001014,3-2023,65.1,2023-03-12,ABA,USD,1,0010145,
000345,3-2023,125.6,2023-03-12,ABA,USD,1,0003456,
002145,3-2023,306.8,2023-03-12,Cash,USD,1,0021451,
002075,3-2023,121.33,2023-03-12,Cash,USD,1,0020752,
000331,3-2023,62.76,2023-03-12,ACELEDA,USD,1,0003316,
000162,3-2023,50,2023-03-12,WING,USD,1,0001625,
002069,3-2023,72,2023-03-12,ACELEDA,USD,1,0020692,
000458,3-2023,44.43,2023-03-12,ABA,USD,1,0004584,
000956,3-2023,75.43,2023-03-12,WING,USD,1,0009561,
001027,3-2023,63.3,2023-03-12,WING,USD,1,0010275,
000424,3-2023,56.83,2023-03-12,WING,USD,1,0004243,
001019,3-2023,53.73,2023-03-12,ABA,USD,1,0010195,
002148,3-2023,50.63,2023-03-13,"TRUE MONEY",USD,1,0021481,
002146,3-2023,91.5,2023-03-13,ABA,USD,1,0021461,
000448,3-2023,50.6,2023-03-13,ABA,USD,1,0004483,
000952,3-2023,164.3,2023-03-13,ABA,USD,1,0009521,
001022,3-2023,120.9,2023-03-13,ABA,USD,1,0010225,
002149,3-2023,38.23,2023-03-13,WING,USD,1,0021491,
000462,3-2023,33.07,2023-03-13,WING,USD,1,0004624,
000997,3-2023,63.03,2023-03-14,ABA,USD,1,0009971,
000997,3-2023,50.83,2023-03-14,ABA,USD,1,0009972,បង់មុនខែអត់គិតការប្រាក់
000437,3-2023,87.52,2023-03-14,ABA,USD,1,0004373,
002076,3-2023,98.93,2023-03-14,ABA,USD,1,0020762,
000468,3-2023,66.13,2023-03-14,WING,USD,1,0004684,
000466,3-2023,56.83,2023-03-14,Cash,USD,1,0004664,
000953,3-2023,50.63,2023-03-14,WING,USD,1,0009531,
000360,3-2023,70,2023-03-14,ABA,USD,1,0003602,
002143,3-2023,146.53,2023-03-14,ABA,USD,1,0021431,
000441,3-2023,76.53,2023-03-14,ABA,USD,1,0004413,
001033,3-2023,35.13,2023-03-14,ABA,USD,1,0010334,
000961,3-2023,23.77,2023-03-14,ACELEDA,USD,1,0009611,
000951,3-2023,200,2023-03-14,Cash,USD,1,0009511,
002142,3-2023,72.33,2023-03-15,ABA,USD,1,0021421,
001005,3-2023,55.28,2023-03-15,ABA,USD,1,0010055,
001026,3-2023,119.87,2023-03-15,WING,USD,1,0010265,
000444,3-2023,81.63,2023-03-15,ABA,USD,1,0004443,
000436,3-2023,60.97,2023-03-15,ABA,USD,1,0004363,
000461,3-2023,83.41,2023-03-15,ABA,USD,1,0004614,
000346,3-2023,193.66,2023-03-15,WING,USD,1,0003466,
000348,3-2023,127.2,2023-03-15,ABA,USD,1,0003486,
001018,3-2023,50,2023-03-15,Cash,USD,1,0010185,
000463,3-2023,49,2023-03-16,ABA,USD,1,0004634,
002073,3-2023,78,2023-03-16,ABA,USD,1,0020732,
000966,3-2023,166.13,2023-03-16,ABA,USD,1,0009661,
000445,3-2023,71,2023-03-16,ABA,USD,1,0004453,
000549,3-2023,137.47,2023-03-16,ABA,USD,1,0005494,
002074,3-2023,150,2023-03-16,ACELEDA,USD,1,0020742,
000330,3-2023,29.97,2023-03-16,ABA,USD,1,0003306,
000451,3-2023,114.55,2023-03-16,Cash,USD,1,0004515,
002082,3-2023,256.75,2023-03-16,ACELEDA,USD,1,0020822,
000951,3-2023,118.6,2023-03-16,Cash,USD,1,0009512,
002079,3-2023,46.5,2023-03-17,WING,USD,1,0020792,
000966,3-2023,295.66,2023-03-17,ABA,USD,1,0009662,"បង់មុន អត់គិតការប្រាក់"
000387,3-2023,275,2023-03-17,Cash,USD,1,0003873,កាត់អីវ៉ាន់ចូល
000459,3-2023,67.22,2023-03-17,ABA,USD,1,0004594,
000492,3-2023,166.13,2023-03-17,ABA,USD,1,0004923,
000420,3-2023,71.3,2023-03-17,ABA,USD,1,0004203,
000460,3-2023,54.48,2023-03-17,ABA,USD,1,0004604,
002077,3-2023,20,2023-03-17,WING,USD,1,0020772,
000404,3-2023,157.33,2023-03-17,ABA,USD,1,0004043,
000156,3-2023,72,2023-03-17,ABA,USD,1,0001566,
000197,3-2023,54.77,2023-03-17,WING,USD,1,0001976,
000958,3-2023,385,2023-03-18,Cash,USD,1,0009582,
001066,3-2023,76.47,2023-03-18,ACELEDA,USD,1,0010667,
000464,3-2023,34.1,2023-03-18,ABA,USD,1,0004644,
000952,3-2023,132.5,2023-03-18,ABA,USD,1,0009522,បង់មុនខែអត់គិតការប្រាក់
000972,3-2023,444.08,2023-03-18,ABA,USD,1,0009721,
002086,3-2023,77.5,2023-03-18,Cash,USD,1,0020862,
000157,3-2023,102.3,2023-03-18,ABA,USD,1,0001576,
000447,3-2023,168.15,2023-03-18,ACELEDA,USD,1,0004474,
000471,3-2023,73.43,2023-03-18,Cash,USD,1,0004714,
000094,3-2023,50,2023-03-18,ACELEDA,USD,1,0000945,
001071,3-2023,63.03,2023-03-18,ABA,USD,1,0010717,
002095,3-2023,38.23,2023-03-19,ABA,USD,1,0020952,
000450,3-2023,52.7,2023-03-19,ABA,USD,1,0004503,
001032,3-2023,185,2023-03-19,ABA,USD,1,0010325,
000963,3-2023,328.16,2023-03-19,ABA,USD,1,0009631,
000181,3-2023,127.83,2023-03-19,ABA,USD,1,0001816,
000967,3-2023,102.43,2023-03-19,WING,USD,1,0009671,
000347,3-2023,125.03,2023-03-19,Cash,USD,1,0003476,
000549,3-2023,233,2023-03-19,Cash,USD,1,0005495,"បង់មុនខែ អត់គិតការប្រាក់"
000494,3-2023,61,2023-03-20,ACELEDA,USD,1,0004943,
001036,3-2023,49.17,2023-03-20,ABA,USD,1,0010365,
000472,3-2023,137.67,2023-03-20,ABA,USD,1,0004724,
000959,3-2023,60.97,2023-03-20,ABA,USD,1,0009591,
001034,3-2023,101,2023-03-20,ABA,USD,1,0010345,
002084,3-2023,105.22,2023-03-20,Cash,USD,1,0020842,
002083,3-2023,125.07,2023-03-20,ABA,USD,1,0020832,
000986,3-2023,488.8,2023-03-21,ABA,USD,1,0009861,
000970,3-2023,260.96,2023-03-21,ABA,USD,1,0009701,
000979,3-2023,299,2023-03-21,Cash,USD,1,0009791,
000969,3-2023,95.7,2023-03-21,ABA,USD,1,0009691,
001045,3-2023,109.15,2023-03-21,WING,USD,1,0010455,
000973,3-2023,50.63,2023-03-21,WING,USD,1,0009731,
000988,3-2023,47.53,2023-03-21,Cash,USD,1,0009881,
002092,3-2023,57.87,2023-03-21,Cash,USD,1,0020922,
002088,3-2023,41.33,2023-03-21,Cash,USD,1,0020882,
000975,3-2023,154.79,2023-03-22,ABA,USD,1,0009751,
000352,3-2023,55.8,2023-03-22,ABA,USD,1,0003523,
001040,3-2023,65.73,2023-03-22,ABA,USD,1,0010405,
000165,3-2023,84.98,2023-03-22,ABA,USD,1,0001656,
000337,3-2023,50,2023-03-22,ABA,USD,1,0003374,
002076,3-2023,98.93,2023-03-23,ABA,USD,1,0020763,
002120,3-2023,74.4,2023-03-23,Cash,USD,1,0021201,
000971,3-2023,144.46,2023-03-23,ABA,USD,1,0009711,
000332,3-2023,43.4,2023-03-24,Cash,USD,1,0003326,
000981,3-2023,121.33,2023-03-24,Cash,USD,1,0009811,
000504,3-2023,56,2023-03-24,Cash,USD,1,0005045,
002099,3-2023,71.3,2023-03-24,WING,USD,1,0020992,
000976,3-2023,60.97,2023-03-24,Cash,USD,1,0009761,
000511,3-2023,126.85,2023-03-24,ABA,USD,1,0005115,
000507,3-2023,89.9,2023-03-24,ACELEDA,USD,1,0005075,
001041,3-2023,144.55,2023-03-24,ABA,USD,1,0010415,
000351,3-2023,69.23,2023-03-25,ABA,USD,1,0003513,
000982,3-2023,81.63,2023-03-25,Cash,USD,1,0009821,
000484,3-2023,74.4,2023-03-25,WING,USD,1,0004844,
002131,3-2023,362.43,2023-03-25,ABA,USD,1,0021312,"បង់ មុនខែអត់គិតការប្រាក់"
000980,3-2023,49.19,2023-03-25,ABA,USD,1,0009801,
000356,3-2023,37.2,2023-03-25,ABA,USD,1,0003563,
000166,3-2023,80.85,2023-03-25,ABA,USD,1,0001666,
002107,3-2023,146.53,2023-03-25,ABA,USD,1,0021072,
001050,3-2023,73.1,2023-03-25,ABA,USD,1,0010505,
000501,3-2023,54.77,2023-03-26,ABA,USD,1,0005015,
002104,3-2023,81.63,2023-03-26,ABA,USD,1,0021042,
002126,3-2023,60.97,2023-03-26,WING,USD,1,0021262,
000489,3-2023,105,2023-03-26,Cash,USD,1,0004894,"00.30$ អត់យកពីភ្ញៀវ"
000375,3-2023,50.4,2023-03-26,WING,USD,1,0003753,
000176,3-2023,100.23,2023-03-26,Cash,USD,1,0001766,
001009,3-2023,75.43,2023-03-26,Cash,USD,1,0010095,
000984,3-2023,100.23,2023-03-26,ABA,USD,1,0009841,
000403,3-2023,51.67,2023-03-26,ABA,USD,1,0004034,
000355,3-2023,87.83,2023-03-26,ABA,USD,1,0003553,
000482,3-2023,63,2023-03-27,ABA,USD,1,0004824,
000985,3-2023,144.5,2023-03-27,ACELEDA,USD,1,0009851,
